Date,Condition,Time,Tray,Plant,Hour_m1,µS/cm_m1,°C_m1,Temp.Comp._m1,Offset_m1,Measure_m1,Hour_m2,µS/cm_m2,°C_m2,Temp.Comp._m2,Offset_m2,Measure_m2,C1/C2,Wet_Mean,Wet_Std,Wet_StdErr,Ecp_Mean,Ecp_Std,Ecp_StdErr,Tmp_Mean,Tmp_Std,Tmp_StdErr,Shelf,Leaf_leaf1_x,Fresh weight (mg)_leaf1,Wet weight (mg)_leaf1,Dry weight (mg)_leaf1,RWC (FW-DW)/(TW-DW)_leaf1,Comment_leaf1,Group_leaf1,Leaf_leaf2_x,Fresh weight (mg)_leaf2,Wet weight (mg)_leaf2,Dry weight (mg)_leaf2,RWC (FW-DW)/(TW-DW)_leaf2,Comment_leaf2,Group_leaf2,Mean Fresh weight,Mean Wet weight,Mean Dry weight,Mean RWC,ID_leaf1,Series_leaf1,Repeat_leaf1,Ambient Humidity_leaf1,Ambient Temperature_leaf1,ECSt mAU_leaf1,gH+_leaf1,Leaf Angle_leaf1,Leaf Temperature Differential_leaf1,LEF_leaf1,Light Intensity (PAR)_leaf1,NPQt_leaf1,Phi2_leaf1,PhiNO_leaf1,PhiNPQ_leaf1,PS1 Active Centers_leaf1,PS1 Open Centers_leaf1,PS1 Over Reduced Centers_leaf1,PS1 Oxidized Centers_leaf1,Relative Chlorophyll_leaf1,Thickness_leaf1,vH+_leaf1,time_leaf1,Plant ID_leaf1,Time of Day_leaf1,User_leaf1,Device ID_leaf1,Latitude_leaf1,Longitude_leaf1,Issues_leaf1,Leaf_leaf1_y,ID_leaf2,Series_leaf2,Repeat_leaf2,Ambient Humidity_leaf2,Ambient Temperature_leaf2,ECSt mAU_leaf2,gH+_leaf2,Leaf Angle_leaf2,Leaf Temperature Differential_leaf2,LEF_leaf2,Light Intensity (PAR)_leaf2,NPQt_leaf2,Phi2_leaf2,PhiNO_leaf2,PhiNPQ_leaf2,PS1 Active Centers_leaf2,PS1 Open Centers_leaf2,PS1 Over Reduced Centers_leaf2,PS1 Oxidized Centers_leaf2,Relative Chlorophyll_leaf2,Thickness_leaf2,vH+_leaf2,time_leaf2,Plant ID_leaf2,Time of Day_leaf2,User_leaf2,Device ID_leaf2,Latitude_leaf2,Longitude_leaf2,Issues_leaf2,Leaf_leaf2_y,Mean_Thickness,Mean_ECSt mAU,Mean_gH+,Mean_Leaf Temperature Differential,Mean_LEF,Mean_NPQt,Mean_Phi2,Mean_PhiNO,Mean_PhiNPQ,Mean_PS1 Active Centers,Mean_PS1 Open Centers,Mean_PS1 Over Reduced Centers,Mean_PS1 Oxidized Centers,Mean_Relative Chlorophyll,Mean_vH+
20240112,Control,1,10,G,,,,,,,,,,,,,,67.16666667,2.203028219,1.271918935,246.5666667,7.055021852,4.073218765,19.53333333,0.057735027,0.033333333,3,1,4.7,5.9,0.3,0.785714286,,12,,,,,,,,4.7,5.9,0.3,0.785714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240112,Control,1,10,H,,,,,,,,,,,,,,67.96666667,0.929157324,0.536449231,231.4333333,35.0060471,20.21075071,19.3,0.173205081,0.1,3,1,2.4,2.9,0,0.827586207,,13,,,,,,,,2.4,2.9,0,0.827586207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240112,Control,1,13,G,,,,,,,,,,,,,,59.96666667,2.413158373,1.393237636,210.7,31.47586377,18.17259842,19,0.458257569,0.264575131,4,1,5.7,6.5,0,0.876923077,"after dry, stuck to -0.3",6,,,,,,,,5.7,6.5,0,0.876923077,4038911,Whole Data Set,1,29.604,28.77,0.00014,114.52,2.364,-2.86,17.10947835,63.263,1.179,0.601,0.183,0.216,0.549,0.698,0.026,0.276,10.26,0.1,0.016,01/12/2024 17:36,13G,17.61277778,Alice Malivert,52:00:08:b6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.00014,114.52,-2.86,17.10947835,1.179,0.601,0.183,0.216,0.549,0.698,0.026,0.276,10.26,0.016
20240112,Control,1,13,H,,,,,,,,,,,,,,62.73333333,2.484619354,1.434495653,244.2666667,8.369189527,4.831953826,18.5,0.173205081,0.1,4,1,5.5,6.8,0.7,0.786885246,,7,,,,,,,,5.5,6.8,0.7,0.786885246,4038912,Whole Data Set,1,28.731,28.86,0.00011,125.302,4.859,-2.85,17.7011559,63.241,1.284,0.622,0.165,0.212,-0.226,-0.416,2.075,-0.659,4.6,0.12,0.014,01/12/2024 17:37,13H,17.62722222,Alice Malivert,52:00:08:b6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.00011,125.302,-2.85,17.7011559,1.284,0.622,0.165,0.212,-0.226,-0.416,2.075,-0.659,4.6,0.014
20240112,Control,1,14,G,,,,,,,,,,,,,,62.56666667,4.291076011,2.47745389,250.4,46.85328164,27.05075476,18.7,0.4,0.230940108,4,1,7.6,8.6,0.7,0.873417722,,14,,,,,,,,7.6,8.6,0.7,0.873417722,4038915,Whole Data Set,1,29.474,29.01,0.00011,402.47,12.945,-3.06,15.85889235,57.491,1.265,0.613,0.171,0.216,0.372,0.865,-0.398,0.533,7.19,0,0.044,01/12/2024 17:39,14G,17.65,Alice Malivert,52:00:08:b6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00011,402.47,-3.06,15.85889235,1.265,0.613,0.171,0.216,0.372,0.865,-0.398,0.533,7.19,0.044
20240112,Control,1,14,H,,,,,,,,,,,,,,59.2,1.389244399,0.802080628,255.6666667,15.28474185,8.82464982,18.56666667,0.152752523,0.08819171,4,1,12.9,15.6,0.9,0.816326531,,15,,,,,,,,12.9,15.6,0.9,0.816326531,4038916,Whole Data Set,1,29.358,29.14,0.00017,218.146,12.135,-3.27,16.92194625,59.975,1.018,0.627,0.185,0.188,0.733,0.871,-0.206,0.335,18.06,0.15,0.037,01/12/2024 17:40,14H,17.66694444,Alice Malivert,52:00:08:b6,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.00017,218.146,-3.27,16.92194625,1.018,0.627,0.185,0.188,0.733,0.871,-0.206,0.335,18.06,0.037
20240116,Control,5,1,E,18:21:33,5.812,20.7,ATC2,0,1,,,,,,,,69.66666667,1.628905563,0.940449065,210.4,58.0514427,33.51601607,15.4,0.6244998,0.360555128,1,1,5.9,6.8,0.5,0.857142857,,16,,,,,,,,5.9,6.8,0.5,0.857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,Drought,5,2,E,18:24:04,1.189,20.7,ATC2,0,1,,,,,,,,54.73333333,5.571654452,3.216796198,264.5,12.49639948,7.214799605,15.06666667,0.152752523,0.08819171,1,1,8.5,10,0.6,0.840425532,,27,,,,,,,,8.5,10,0.6,0.840425532,4042318,Whole Data Set,1,33.224,20.69,0.0001,187.838,2.195,1.16,23.29495875,79.275,0.966,0.653,0.177,0.171,0.577,0.477,0.108,0.415,10,0.11,0.019,01/16/2024 2:36 PM,2E,14.61055556,Alice Malivert,52:00:08:b6,51.4993364,-0.1755855,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.0001,187.838,1.16,23.29495875,0.966,0.653,0.177,0.171,0.577,0.477,0.108,0.415,10,0.019
20240116,Control,5,3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4042321,Whole Data Set,1,33.598,21.09,0.00006,414.963,5.875,0.96,14.7405168,49.934,0.944,0.656,0.177,0.167,0.736,0.469,0.321,0.21,6.07,0,0.025,01/16/2024 2:37 PM,3E,14.6275,Alice Malivert,52:00:08:b6,51.4993496,-0.1755635,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00006,414.963,0.96,14.7405168,0.944,0.656,0.177,0.167,0.736,0.469,0.321,0.21,6.07,0.025
20240116,Control,5,3,J,18:25:34,1.69,20.8,ATC2,0,1,,,,,,,,64.06666667,2.074447718,1.197682948,222.6,32.19580718,18.58825794,15.16666667,0.152752523,0.08819171,1,1,8.3,10.1,1.1,0.8,,17,,,,,,,,8.3,10.1,1.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,Drought,5,4,J,18:27:14,1.104,20.5,ATC2,0,1,,,,,,,,53.1,2.7,1.558845727,264.4333333,27.52568497,15.89196163,15.03333333,0.115470054,0.066666667,1,1,9.5,11.3,0.8,0.828571429,,28,,,,,,,,9.5,11.3,0.8,0.828571429,4042324,Whole Data Set,1,32.211,21.52,0.00008,421.364,5.436,0.71,14.0274414,47.374,0.981,0.658,0.173,0.169,0.648,0.983,0.1,-0.083,11.95,0.08,0.034,01/16/2024 2:38 PM,4J,14.64361111,Alice Malivert,52:00:08:b6,51.4993512,-0.1755629,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.00008,421.364,0.71,14.0274414,0.981,0.658,0.173,0.169,0.648,0.983,0.1,-0.083,11.95,0.034
20240116,Control,5,5,E,18:29:04,1.101,20.7,ATC2,0,1,,,,,,,,71.13333333,3.066485502,1.77043623,214.9,48.17810706,27.81564308,15.43333333,0.057735027,0.033333333,2,1,4.1,5.1,0.1,0.8,a bit damaged dry,18,,,,,,,,4.1,5.1,0.1,0.8,4042326,Whole Data Set,1,32.12,21.8,0.00009,154.056,10.67,0.63,14.5346175,51.35,1.194,0.629,0.169,0.202,0.216,0.663,-0.346,0.683,7.45,0.08,0.014,01/16/2024 2:39 PM,5E,14.65444444,Alice Malivert,52:00:08:b6,51.4993708,-0.1755539,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.00009,154.056,0.63,14.5346175,1.194,0.629,0.169,0.202,0.216,0.663,-0.346,0.683,7.45,0.014
20240116,Drought,5,6,E,18:31:45,4.622,20.8,ATC2,0,1,,,,,,,,53.36666667,2.345918441,1.354416644,230.0333333,32.06030775,18.51002731,15.36666667,0.115470054,0.066666667,2,1,9.7,11.4,,,"Was stuck at wet stage, tip broke",29,,,,,,,,9.7,11.4,,,4042329,Whole Data Set,1,32.144,22.12,0.00013,136.333,7.531,0.51,13.10484105,44.191,0.929,0.659,0.177,0.164,0.424,0.854,-0.281,0.428,17.65,0.02,0.018,01/16/2024 2:40 PM,6E,14.6675,Alice Malivert,52:00:08:b6,51.4993603,-0.1755592,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.00013,136.333,0.51,13.10484105,0.929,0.659,0.177,0.164,0.424,0.854,-0.281,0.428,17.65,0.018
20240116,Control,5,7,H,18:33:45,1.258,20.9,ATC2,0,1,,,,,,,,67.53333333,2.25905585,1.304266503,220.7333333,33.47675811,19.3278153,15.06666667,0.057735027,0.033333333,2,1,7.2,8.5,0.7,0.833333333,,19,,,,,,,,7.2,8.5,0.7,0.833333333,4042331,Whole Data Set,1,31.812,22.44,0.00012,247.695,5.123,0.37,13.4391852,46.374,1.026,0.644,0.176,0.18,0.317,0.62,0.029,0.351,10.67,0,0.03,01/16/2024 2:40 PM,7H,14.68055556,Alice Malivert,52:00:08:b6,51.4993617,-0.1755587,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00012,247.695,0.37,13.4391852,1.026,0.644,0.176,0.18,0.317,0.62,0.029,0.351,10.67,0.03
20240116,Control,5,7,J,18:35:45,0.994,20.8,ATC2,0,1,,,,,,,,69.03333333,1.201388086,0.693621735,237.0333333,35.98573792,20.77637547,15.23333333,0.057735027,0.033333333,2,1,2.8,3.2,,,,20,,,,,,,,2.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,Drought,5,8,H,18:37:25,0.961,20.8,ATC2,0,1,,,,,,,,50.53333333,2.62741952,1.516941367,218.3666667,13.11576659,7.572391373,15.33333333,0.230940108,0.133333333,2,1,8,8.3,0.6,0.961038961,,30,,,,,,,,8,8.3,0.6,0.961038961,4042336,Whole Data Set,1,31.375,23.19,0.00015,230.519,1.986,-0.08,15.89949,54.525,0.987,0.648,0.177,0.175,0.141,1.414,-1.431,1.018,16.57,0.06,0.035,01/16/2024 2:42 PM,8H,14.70944444,Alice Malivert,52:00:08:b6,51.49935,-0.1755694,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.00015,230.519,-0.08,15.89949,0.987,0.648,0.177,0.175,0.141,1.414,-1.431,1.018,16.57,0.035
20240116,Drought,5,8,J,18:39:46,0.993,20.8,ATC2,0,1,,,,,,,,53.5,2.343074903,1.352774926,239.5,19.70507549,11.37673064,15.4,0.173205081,0.1,2,1,8,8.7,0.6,0.913580247,,31,,,,,,,,8,8.7,0.6,0.913580247,4042340,Whole Data Set,1,31.137,23.43,0.00017,145.972,5.211,0,15.4570122,52.202,0.831,0.658,0.187,0.155,0.197,0.393,0.53,0.077,17.34,0,0.025,01/16/2024 2:43 PM,8J,14.72638889,Alice Malivert,52:00:08:b6,51.4993557,-0.1755694,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00017,145.972,0,15.4570122,0.831,0.658,0.187,0.155,0.197,0.393,0.53,0.077,17.34,0.025
20240116,Control,5,9,E,18:41:26,1.061,20.7,ATC2,0,1,,,,,,,,71.36666667,2.650157228,1.530068989,217.5333333,37.65558834,21.74046407,15.36666667,0.2081666,0.120185043,3,1,5.3,6.5,0.3,0.806451613,,21,,,,,,,,5.3,6.5,0.3,0.806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,Drought,5,10,E,18:43:36,1.192,20.9,ATC2,0,1,,,,,,,,54.13333333,5.46290521,3.154009794,260.3333333,13.08637969,7.555424835,15.96666667,0.2081666,0.120185043,3,1,6.1,6.9,0.3,0.878787879,a bit damaged,32,,,,,,,,6.1,6.9,0.3,0.878787879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,Control,5,11,H,,,,,,,,,,,,,,68.23333333,5.729165152,3.307735042,277.5666667,32.81254841,18.94433366,16.36666667,0.057735027,0.033333333,3,1,7.7,9.6,0.6,0.788888889,,22,,,,,,,,7.7,9.6,0.6,0.788888889,4042349,Whole Data Set,1,31.919,24.41,0.00015,217.071,5.963,-0.38,16.189425,54.1,0.786,0.665,0.187,0.147,0.539,1.093,-0.237,0.144,16.32,0.11,0.033,01/16/2024 2:46 PM,11H,14.77638889,Alice Malivert,52:00:08:b6,51.4993533,-0.1755603,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.00015,217.071,-0.38,16.189425,0.786,0.665,0.187,0.147,0.539,1.093,-0.237,0.144,16.32,0.033
20240116,Control,5,11,J,18:45:17,1.087,21,ATC2,0,1,,,,,,,,70.83333333,2.318045153,1.338323993,232.3666667,49.05194526,28.3201538,16.2,0.1,0.057735027,3,1,9.8,12,,,,23,,,,,,,,9.8,12,,,4042352,Whole Data Set,1,31.195,24.6,0.00013,224.411,6.019,-0.33,12.6381249,42.943,0.944,0.654,0.178,0.168,0.368,0.98,-0.453,0.473,17.2,0.09,0.029,01/16/2024 2:47 PM,11J,14.79194444,Alice Malivert,52:00:08:b6,51.4993516,-0.1755915,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.00013,224.411,-0.33,12.6381249,0.944,0.654,0.178,0.168,0.368,0.98,-0.453,0.473,17.2,0.029
20240116,Drought,5,12,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4042357,Whole Data Set,1,30.27,24.94,0.00008,153.894,4.388,-0.27,12.9229308,45.656,1.254,0.629,0.165,0.206,0.302,0.464,-0.236,0.771,8.61,0.08,0.012,01/16/2024 2:49 PM,12E,14.82555556,Alice Malivert,52:00:08:b6,51.4993366,-0.1755805,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.00008,153.894,-0.27,12.9229308,1.254,0.629,0.165,0.206,0.302,0.464,-0.236,0.771,8.61,0.012
20240116,Drought,5,12,H,18:46:47,1.103,20.9,ATC2,0,1,,,,,,,,57.1,2.00748599,1.159022577,247.7,8.241965785,4.758501165,17.26666667,0.929157324,0.536449231,3,1,4.7,5.8,0.3,0.8,,33,,,,,,,,4.7,5.8,0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,Drought,5,12,J,,,,,,,,,,,,,,53.93333333,3.165964835,1.827870649,269.5666667,6.363437226,3.673932196,16.66666667,0.057735027,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,Control,5,13,E,,,,,,,,,,,,,,67.9,3.386738844,1.955334583,215.4,40.53159262,23.40092591,15.86666667,0.37859389,0.218581284,4,1,9.3,10.9,0.4,0.847619048,,24,,,,,,,,9.3,10.9,0.4,0.847619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,Control,5,13,H,18:48:07,1.199,20.9,ATC2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,Drought,5,14,E,18:51:17,1.169,20.8,ATC2,0,1,,,,,,,,48.63333333,3.370954365,1.94622141,253.0333333,22.3365918,12.89603729,15.8,0.173205081,0.1,4,1,10.1,11.8,0.9,0.844036697,damaged a bit wet,34,,,,,,,,10.1,11.8,0.9,0.844036697,4042363,Whole Data Set,1,29.612,25.33,0.00011,237.552,9.13,-0.28,14.2320276,47.992,0.928,0.659,0.177,0.164,0.604,0.475,0.269,0.256,18.04,0.2,0.026,01/16/2024 2:51 PM,14E,14.85194444,Alice Malivert,52:00:08:b6,51.499338,-0.1755821,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.00011,237.552,-0.28,14.2320276,0.928,0.659,0.177,0.164,0.604,0.475,0.269,0.256,18.04,0.026
20240116,Control,5,15,H,18:52:48,0.933,20.7,ATC2,0,1,,,,,,,,70.13333333,1.942506971,1.121506923,237.5,68.42572616,39.50561142,15.53333333,0.404145188,0.233333333,4,1,5.4,6.3,,,,25,,,,,,,,5.4,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,Drought,5,16,H,18:56:58,0.963,20.7,ATC2,0,1,,,,,,,,49.36666667,1.137248141,0.65659052,252.1,7.318469785,4.225320501,15.26666667,0.057735027,0.033333333,,,,,,,,,,,,,,,,,,,,4042370,Whole Data Set,1,29.925,25.96,0.00003,309.318,13.115,-0.87,11.69751285,40.553,1.227,0.641,0.161,0.198,0.28,0.608,-0.383,0.776,5.35,0.08,0.009,01/16/2024 2:53 PM,16H,14.88611111,Alice Malivert,52:00:08:b6,51.4993291,-0.1755824,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.00003,309.318,-0.87,11.69751285,1.227,0.641,0.161,0.198,0.28,0.608,-0.383,0.776,5.35,0.009
20240116,Control,5,16,H,,,,,,,,,,,,,,,,,,,,,,,4,1,7,7.4,0.3,0.943661972,,26,,,,,,,,7,7.4,0.3,0.943661972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
